CreateAt,LegalForm,Region,TypeProgram,NameProgram,organization,TotalAmount,DesiredAmount,ProvidedAmount,LandParcelCount,AnimalCount
2022-11-10,Юридична особа,ЛЬВІВСЬКА ОБЛАСТЬ,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,[wf 10.11 v8.0] Бюджетна субсидія на одиницю оброблюваних угідь (1 га),Укрдержфонд,1545500000,56128.55,0,240,194
2022-11-10,Юридична особа,ЛЬВІВСЬКА ОБЛАСТЬ,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,всі типи потів - ТАК - возможность менеджеру этапа програмы корректировать количество единиц,Укрдержфонд,1545500000,91844,0,240,194
2022-11-14,Фізична особа,ЛУГАНСЬКА ОБЛАСТЬ,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,выставлять признак видимости для фермера,Укрдержфонд,1545500000,234,0,1,5
2022-11-14,Фізична особа,ЛУГАНСЬКА ОБЛАСТЬ,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,обов'язкове поле ,Укрдержфонд,1545500000,89000,0,1,5
2022-11-14,ФОП,ЛЬВІВСЬКА ОБЛАСТЬ,Надання грантів в рамках міжнародної фінансової допомоги,"[test3] Інклюзивний, конкурентоспроможний і стійкий розвиток ланцюгів створення вартості - виноробство",FAO,4300000,798,0,0,23
2022-11-14,ФОП,ЛЬВІВСЬКА ОБЛАСТЬ,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,[wf 10.11 v8.0] Бюджетна субсидія на одиницю оброблюваних угідь (1 га),Укрдержфонд,1545500000,468558,0,0,46
2022-11-14,ФОП,ЛЬВІВСЬКА ОБЛАСТЬ,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,всі типи потів - ТАК - возможность менеджеру этапа програмы корректировать количество единиц,Укрдержфонд,1545500000,5622,0,0,23
2022-11-14,ФОП,ПОЛТАВСЬКА ОБЛАСТЬ,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,[wf 10.11 v8.0] Бюджетна субсидія на одиницю оброблюваних угідь (1 га),Укрдержфонд,1545500000,23423,0,72,0
2022-11-14,Юридична особа,ЛЬВІВСЬКА ОБЛАСТЬ,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,[wf 10.11 v8.0] Бюджетна субсидія на одиницю оброблюваних угідь (1 га),Укрдержфонд,1545500000,8985,0,120,97
2022-11-14,Юридична особа,ЛЬВІВСЬКА ОБЛАСТЬ,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,всі типи потів - ТАК - возможность менеджеру этапа програмы корректировать количество единиц,Укрдержфонд,1545500000,123222,0,240,194
2022-11-14,Юридична особа,ЛЬВІВСЬКА ОБЛАСТЬ,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,обов'язкове поле ,Укрдержфонд,1545500000,56000,0,120,97
2022-11-16,ФОП,ЛЬВІВСЬКА ОБЛАСТЬ,Інші,[16.11 - test] Заявка на включення до переліку операторів техніки із завантаження рукавів для тимчасового зберігання зерна,Укрдержфонд,0,0,0,2,1580
2022-11-16,ФОП,ПОЛТАВСЬКА ОБЛАСТЬ,Інші,F3,Укрдержфонд,150,150,0,72,0
2022-11-16,Юридична особа,ВІННИЦЬКА ОБЛАСТЬ,Інші,[16.11 - test] Заявка на включення до переліку операторів техніки із завантаження рукавів для тимчасового зберігання зерна,Укрдержфонд,0,0,0,0,0
2022-11-16,Юридична особа,ОДЕСЬКА ОБЛАСТЬ,Інші,F3,Укрдержфонд,150,6,0,997,0
2022-11-17,Фізична особа,ЛУГАНСЬКА ОБЛАСТЬ,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,[wf 17.11 v8.0] Бюджетна субсидія на одиницю оброблюваних угідь (1 га),Укрдержфонд,1545500000,101773,0,2,10
2022-11-17,ФОП,СУМСЬКА ОБЛАСТЬ,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,[wf 17.11 v8.0] Бюджетна субсидія на одиницю оброблюваних угідь (1 га),Укрдержфонд,1545500000,8989213,0,1408,412
2022-11-17,Юридична особа,ЛЬВІВСЬКА ОБЛАСТЬ,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,[wf 17.11 v8.0] Бюджетна субсидія на одиницю оброблюваних угідь (1 га),Укрдержфонд,1545500000,12326,0,240,194
2022-11-22,Юридична особа,ХМЕЛЬНИЦЬКА ОБЛАСТЬ,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,[wf 17.11 v8.0] Бюджетна субсидія на одиницю оброблюваних угідь (1 га),Укрдержфонд,1545500000,6820,0,0,0
2022-11-23,Юридична особа,ВОЛИНСЬКА ОБЛАСТЬ,Інші,[23.11 - MINAGRO] Заявка на включення до переліку операторів техніки із завантаження рукавів для тимчасового зберігання зерна (,Укрдержфонд,1,0,0,10,0
2022-11-24,ФОП,СУМСЬКА ОБЛАСТЬ,Інші,[24.11 test MINAGRO] Заявка на включення до переліку операторів техніки із завантаження рукавів для тимчасового зберігання зерна,Укрдержфонд,1,0,0,704,206
2022-11-24,Юридична особа,ВОЛИНСЬКА ОБЛАСТЬ,Інші,[24.11 test1 MINAGRO]Заявка на включення до переліку операторів техніки із завантаження рукавів для тимчасового зберігання зерна,Укрдержфонд,1,0,0,1252,0
2022-11-24,Юридична особа,ВОЛИНСЬКА ОБЛАСТЬ,Інші,[24.11 test2 MINAGRO]Заявка на включення до переліку операторів техніки із завантаження рукавів для тимчасового зберігання зерна,Укрдержфонд,1,0,0,1252,0
2022-11-24,Юридична особа,ВОЛИНСЬКА ОБЛАСТЬ,Інші,[24.11 test3 MINAGRO]Заявка на включення до переліку операторів техніки із завантаження рукавів для тимчасового зберігання зерна,Укрдержфонд,1,0,0,1252,0
2022-11-24,Юридична особа,ВОЛИНСЬКА ОБЛАСТЬ,Інші,[24.11 test4 MINAGRO]Заявка на включення до переліку операторів техніки із завантаження рукавів для тимчасового зберігання зерн,Укрдержфонд,1,0,0,1252,0
2022-11-24,Юридична особа,ВОЛИНСЬКА ОБЛАСТЬ,Інші,[24.11 test5 MINAGRO]Заявка на включення до переліку операторів техніки із завантаження рукавів для тимчасового зберігання зерна,Укрдержфонд,1,0,0,1252,0
2022-11-24,Юридична особа,ВОЛИНСЬКА ОБЛАСТЬ,Інші,[24.11 test6 MINAGRO]Заявка на включення до переліку операторів техніки із завантаження рукавів для тимчасового зберігання зерна,Укрдержфонд,1,0,0,1252,0
2022-11-24,Юридична особа,ВОЛИНСЬКА ОБЛАСТЬ,Інші,[24.11 test7 MINAGRO]Заявка на включення до переліку операторів техніки із завантаження рукавів для тимчасового зберігання зерна,Укрдержфонд,105,0,0,1252,0
2022-11-24,Юридична особа,ВОЛИНСЬКА ОБЛАСТЬ,Інші,[24.11 test8 MINAGRO]Заявка на включення до переліку операторів техніки із завантаження рукавів для тимчасового зберігання зерна,Укрдержфонд,105,0,0,1252,0
2022-11-24,Юридична особа,ВОЛИНСЬКА ОБЛАСТЬ,Інші,"[24.11. test1 Minagro] Вибір надавача послуг із завантаження-вивантаження рукавів, отриманих від ФАО",Укрдержфонд,1,0,0,1252,0
2022-11-25,ФОП,СУМСЬКА ОБЛАСТЬ,Інші,[25.11 test1 MINAGRO]Заявка на включення до переліку операторів техніки із завантаження рукавів для тимчасового зберігання зерна,Укрдержфонд,1,0,0,704,206
2022-11-25,ФОП,СУМСЬКА ОБЛАСТЬ,Інші,"[25.11. test1 Minagro] Вибір надавача послуг із завантаження-вивантаження рукавів, отриманих від ФАО",Укрдержфонд,1,0,0,704,206
2022-11-25,Юридична особа,ВОЛИНСЬКА ОБЛАСТЬ,Інші,[25.11 test MINAGRO]Заявка на включення до переліку операторів техніки із завантаження рукавів для тимчасового зберігання зерн,Укрдержфонд,105,0,0,1252,0
2022-11-25,Юридична особа,ВОЛИНСЬКА ОБЛАСТЬ,Інші,[25.11 test1 MINAGRO]Заявка на включення до переліку операторів техніки із завантаження рукавів для тимчасового зберігання зерна,Укрдержфонд,1,0,0,335,1395
2022-11-25,Юридична особа,ВОЛИНСЬКА ОБЛАСТЬ,Інші,"[25.11. test1 Minagro] Вибір надавача послуг із завантаження-вивантаження рукавів, отриманих від ФАО",Укрдержфонд,1,0,0,335,1395
2022-11-28,Юридична особа,ХМЕЛЬНИЦЬКА ОБЛАСТЬ,Інші,[28.11 test] Отримання від ФАО техніки для завантаження рукавів для зберігання зерна (Копія 1),Укрдержфонд,105,0,0,0,0
2022-11-29,Фізична особа,ЛУГАНСЬКА ОБЛАСТЬ,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,[29.11] корів ,Укрдержфонд,100000,100000,0,1,5
2022-11-29,Фізична особа,ЛУГАНСЬКА ОБЛАСТЬ,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,SAR2-208 v1.0,Укрдержфонд,1545500000,456546,0,1,5
2022-11-29,Фізична особа,ЛУГАНСЬКА ОБЛАСТЬ,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,SAR2-384,Укрдержфонд,1545500000,34535,0,1,5
2022-11-29,Фізична особа,МИКОЛАЇВСЬКА ОБЛАСТЬ,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,[29.11] корів ,Укрдержфонд,100000,12313,0,3,2
2022-11-29,ФОП,СУМСЬКА ОБЛАСТЬ,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,[29.11]  (1 га) ,Укрдержфонд,100000,123,0,704,206
2022-11-29,ФОП,СУМСЬКА ОБЛАСТЬ,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,SAR2-208 v1.0,Укрдержфонд,1545500000,234324,0,704,206
2022-11-29,ФОП,СУМСЬКА ОБЛАСТЬ,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,SAR2-384,Укрдержфонд,1545500000,533453,0,704,206
2022-11-29,Юридична особа,ВІННИЦЬКА ОБЛАСТЬ,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,[29.11]  (1 га) ,Укрдержфонд,100000,1231,0,0,0
2022-11-29,Юридична особа,ЛЬВІВСЬКА ОБЛАСТЬ,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,[29.11] корів ,Укрдержфонд,100000,23432,0,120,97
2022-11-29,Юридична особа,ЛЬВІВСЬКА ОБЛАСТЬ,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,SAR2-208 v1.0,Укрдержфонд,1545500000,45600.01,0,120,97
2022-11-29,Юридична особа,ЛЬВІВСЬКА ОБЛАСТЬ,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,SAR2-384,Укрдержфонд,1545500000,2342,0,120,97
2022-11-29,Юридична особа,ОДЕСЬКА ОБЛАСТЬ,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,[29.11]  (1 га) ,Укрдержфонд,100000,15000,0,122,0
2022-11-30,Фізична особа,ЛУГАНСЬКА ОБЛАСТЬ,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,[wf 17.11 v8.0] Бюджетна субсидія на одиницю оброблюваних угідь (1 га),Укрдержфонд,1545500000,123,0,1,5
2022-11-30,ФОП,ПОЛТАВСЬКА ОБЛАСТЬ,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,SAR2-384,Укрдержфонд,1545500000,234,0,72,0
2022-11-30,ФОП,СУМСЬКА ОБЛАСТЬ,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,[wf 17.11 v8.0] Бюджетна дотація за утримання корів,Укрдержфонд,1545500000,12321,0,704,206
2022-11-30,ФОП,СУМСЬКА ОБЛАСТЬ,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,SAR2-384,Укрдержфонд,1545500000,123,0,704,206
2022-12-01,Фізична особа,ЛУГАНСЬКА ОБЛАСТЬ,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,SAR2-384,Укрдержфонд,1545500000,1231,0,1,5
2022-12-01,Фізична особа,ЛУГАНСЬКА ОБЛАСТЬ,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,SAR2-6 га,Укрдержфонд,1545500000,654,0,1,5
2022-12-01,Фізична особа,ЛУГАНСЬКА ОБЛАСТЬ,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,SAR2-6 ка,Укрдержфонд,1545500000,123,0,1,5
2022-12-01,ФОП,ЛЬВІВСЬКА ОБЛАСТЬ,Інші,[шаблон заявки 28.11] Отримання від ФАО техніки для завантаження рукавів для зберігання зерна,Укрдержфонд,105,0,0,1,790
2022-12-01,ФОП,СУМСЬКА ОБЛАСТЬ,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,SAR2-6 га,Укрдержфонд,1545500000,2133,0,704,206
2022-12-01,ФОП,СУМСЬКА ОБЛАСТЬ,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,SAR2-6 ка,Укрдержфонд,1545500000,1323,0,704,206
2022-12-01,Юридична особа,ЛЬВІВСЬКА ОБЛАСТЬ,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,SAR2-6 ка,Укрдержфонд,1545500000,234,0,120,97
2022-12-02,ФОП,ЛЬВІВСЬКА ОБЛАСТЬ,Інші,[02.12 - Shen] Отримання від ФАО техніки для завантаження рукавів для зберігання зерна (Копія 1),Укрдержфонд,105,0,0,1,790
2022-12-02,ФОП,СУМСЬКА ОБЛАСТЬ,Інші,[02.12 - Shen] Отримання від ФАО техніки для завантаження рукавів для зберігання зерна (Копія 1),Укрдержфонд,105,0,0,704,206
2022-12-02,ФОП,СУМСЬКА ОБЛАСТЬ,Інші,"[02.12 Shen] Вибір отримувача техніки – надавача послуг із завантаження рукавів для зберігання зерна, отриманих від ФАО (Копі",Укрдержфонд,105,0,0,704,206
2022-12-02,Юридична особа,ВІННИЦЬКА ОБЛАСТЬ,Інші,"[02.12 Shen] Вибір отримувача техніки – надавача послуг із завантаження рукавів для зберігання зерна, отриманих від ФАО (Копі",Укрдержфонд,105,0,0,0,0
2022-12-02,Юридична особа,ВОЛИНСЬКА ОБЛАСТЬ,Інші,[02.12 - Shen] Отримання від ФАО техніки для завантаження рукавів для зберігання зерна (Копія 1),Укрдержфонд,105,0,0,335,1395
2022-12-02,Юридична особа,ВОЛИНСЬКА ОБЛАСТЬ,Інші,"[02.12 Shen] Вибір отримувача техніки – надавача послуг із завантаження рукавів для зберігання зерна, отриманих від ФАО (Копі",Укрдержфонд,105,0,0,1587,1395
2022-12-02,Юридична особа,ВОЛИНСЬКА ОБЛАСТЬ,Інші,"[02.12 Шаблон] Вибір отримувача техніки – надавача послуг із завантаження рукавів для зберігання зерна, отриманих від ФАО",Укрдержфонд,105,0,0,335,1395
2022-12-02,Юридична особа,ВОЛИНСЬКА ОБЛАСТЬ,Інші,[шаблон заявки 28.11] Отримання від ФАО техніки для завантаження рукавів для зберігання зерна,Укрдержфонд,105,0,0,335,1395
2022-12-02,Юридична особа,ЛЬВІВСЬКА ОБЛАСТЬ,Інші,[02.12 - Shen] Отримання від ФАО техніки для завантаження рукавів для зберігання зерна (Копія 1),Укрдержфонд,105,0,0,120,97
2022-12-04,Юридична особа,ВІННИЦЬКА ОБЛАСТЬ,Інші,"[02.12 Shen] Вибір отримувача техніки – надавача послуг із завантаження рукавів для зберігання зерна, отриманих від ФАО (Копі",Укрдержфонд,105,0,0,0,0
2022-12-06,ФОП,СУМСЬКА ОБЛАСТЬ,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,SAR2-384,Укрдержфонд,1545500000,34543,0,704,206
2022-12-06,Юридична особа,ВОЛИНСЬКА ОБЛАСТЬ,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,SAR2-6 ка,Укрдержфонд,1545500000,123,0,335,1395
2022-12-06,Юридична особа,ЛЬВІВСЬКА ОБЛАСТЬ,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,SAR2-384,Укрдержфонд,1545500000,123123,0,120,97
2022-12-07,Фізична особа,ЛУГАНСЬКА ОБЛАСТЬ,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,[wf 17.11 v8.0] Бюджетна субсидія на одиницю оброблюваних угідь (1 га),Укрдержфонд,1545500000,8999.3,6546,1,5
2022-12-07,ФОП,СУМСЬКА ОБЛАСТЬ,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,[wf 17.11 v8.0] Бюджетна субсидія на одиницю оброблюваних угідь (1 га),Укрдержфонд,1545500000,12321,0,704,206
2022-12-13,ФОП,М. КИЇВ,Кредитування,Отримання державної підтримки у вигляді ЧКГ (Копія 1),Укрдержфонд,10000000,0,0,1,0
2022-12-14,ФОП,СУМСЬКА ОБЛАСТЬ,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,[wf 17.11 v8.0] Бюджетна субсидія на одиницю оброблюваних угідь (1 га),Укрдержфонд,1545500000,67836.3,0,704,206
2022-12-20,Фізична особа,ЛУГАНСЬКА ОБЛАСТЬ,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,[ком] DSM LDN    ,Укрдержфонд,1545500000,34545,0,1,5
2022-12-20,ФОП,СУМСЬКА ОБЛАСТЬ,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,[ком] DSM LDN    ,Укрдержфонд,1545500000,456546,0,704,206
2022-12-20,Юридична особа,ЛЬВІВСЬКА ОБЛАСТЬ,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,[wf 17.11 v8.0] Бюджетна дотація за утримання корів,Укрдержфонд,1545500000,456546,0,120,97
2022-12-20,Юридична особа,ЛЬВІВСЬКА ОБЛАСТЬ,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,[ком] DSM LDN    ,Укрдержфонд,1545500000,1231,0,120,97
2022-12-23,Юридична особа,ОДЕСЬКА ОБЛАСТЬ,Кредитування,Welcome OTP,"АКЦІОНЕРНЕ ТОВАРИСТВО ""ОТП БАНК""",1000000000,1,0,122,0
2023-01-05,Юридична особа,ВОЛИНСЬКА ОБЛАСТЬ,Кредитування,Гроші на посівну,"АКЦІОНЕРНЕ ТОВАРИСТВО ""ОТП БАНК""",50000000,3000000,0,1,1419
2023-01-05,Юридична особа,МИКОЛАЇВСЬКА ОБЛАСТЬ,Кредитування,Отримання державної підтримки у вигляді ЧКГ (Копія 1),Укрдержфонд,10000000,0,0,46,0
2023-01-05,Юридична особа,ОДЕСЬКА ОБЛАСТЬ,Кредитування,Гроші на посівну,"АКЦІОНЕРНЕ ТОВАРИСТВО ""ОТП БАНК""",50000000,2000000,0,122,0
2023-01-06,Юридична особа,ВІННИЦЬКА ОБЛАСТЬ,Кредитування,Гроші на посівну,"АКЦІОНЕРНЕ ТОВАРИСТВО ""ОТП БАНК""",50000000,1000000,0,0,0
2023-01-10,ФОП,СУМСЬКА ОБЛАСТЬ,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,[wf 17.11 v8.0] Бюджетна субсидія на одиницю оброблюваних угідь (1 га),Укрдержфонд,1545500000,56000,0,704,206
2023-01-11,Юридична особа,ВІННИЦЬКА ОБЛАСТЬ,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,[ком] DSM LDN    ,Укрдержфонд,1545500000,6,0,0,0
2023-01-13,Фізична особа,ЛУГАНСЬКА ОБЛАСТЬ,Надання грантів в рамках міжнародної фінансової допомоги,Grant application form for SAR 4.0 wine,Укрдержфонд,4300000,9000,5600,1,5
2023-01-13,Фізична особа,ЛУГАНСЬКА ОБЛАСТЬ,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,[wf 17.11 v8.0] Бюджетна субсидія на одиницю оброблюваних угідь (1 га),Укрдержфонд,1545500000,345,0,1,5
2023-01-13,ФОП,СУМСЬКА ОБЛАСТЬ,Надання грантів в рамках міжнародної фінансової допомоги,Grant application form for SAR 4.0 wine,Укрдержфонд,4300000,2300,6000,704,206
2023-01-13,Юридична особа,ВОЛИНСЬКА ОБЛАСТЬ,Надання грантів в рамках міжнародної фінансової допомоги,Grant application form for SAR 4.0 wine,Укрдержфонд,4300000,25000,0,10,0
2023-01-13,Юридична особа,ЛЬВІВСЬКА ОБЛАСТЬ,Надання грантів в рамках міжнародної фінансової допомоги,[02] wine,Укрдержфонд,4300000,1232,0,120,97
2023-01-13,Юридична особа,ЛЬВІВСЬКА ОБЛАСТЬ,Надання грантів в рамках міжнародної фінансової допомоги,[02] скарга,Укрдержфонд,4300000,234,0,120,97
2023-01-13,Юридична особа,ЛЬВІВСЬКА ОБЛАСТЬ,Надання грантів в рамках міжнародної фінансової допомоги,Grant application form for SAR 4.0 wine,Укрдержфонд,4300000,5745,2500,240,194
2023-01-16,Юридична особа,ЛЬВІВСЬКА ОБЛАСТЬ,Надання грантів в рамках міжнародної фінансової допомоги,[02] production of Hutsul sheep bryndza,Укрдержфонд,4300000,234324,0,120,97
2023-01-18,Юридична особа,ВОЛИНСЬКА ОБЛАСТЬ,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,[TEST2_ФАО_18.01] Насіннєва програма ФАО: Підтримка насінням ярих культур (Копія 1),FAO,10000,0,0,1252,0
2023-01-18,Юридична особа,ОДЕСЬКА ОБЛАСТЬ,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,[wf 17.11 v8.0] Бюджетна субсидія на одиницю оброблюваних угідь (1 га),Укрдержфонд,1545500000,10000,0,122,0
2023-01-19,Фізична особа,ЛУГАНСЬКА ОБЛАСТЬ,Надання грантів в рамках міжнародної фінансової допомоги,[04]  A highly accessible,Укрдержфонд,4300000,23400,0,1,5
2023-01-19,ФОП,СУМСЬКА ОБЛАСТЬ,Надання грантів в рамках міжнародної фінансової допомоги,[04]  A highly accessible,Укрдержфонд,4300000,6226,0,704,206
2023-01-19,Юридична особа,ЛЬВІВСЬКА ОБЛАСТЬ,Надання грантів в рамках міжнародної фінансової допомоги,[04]  A highly accessible,Укрдержфонд,4300000,3400,2344,120,97
2023-01-19,Юридична особа,ОДЕСЬКА ОБЛАСТЬ,Надання грантів в рамках міжнародної фінансової допомоги,[04]  A highly accessible,Укрдержфонд,4300000,2300,0,122,0
2023-01-20,Фізична особа,ЛУГАНСЬКА ОБЛАСТЬ,Надання грантів в рамках міжнародної фінансової допомоги,[06]  WF last wine,Укрдержфонд,4300000,6546,4564,1,5
2023-01-20,Фізична особа,ЛУГАНСЬКА ОБЛАСТЬ,Надання грантів в рамках міжнародної фінансової допомоги,[07]  wine (миколаївська),Укрдержфонд,4300000,45645,0,1,5
2023-01-20,ФОП,ЛЬВІВСЬКА ОБЛАСТЬ,Надання грантів в рамках міжнародної фінансової допомоги,[06]  WF last wine,Укрдержфонд,4300000,569000,0,0,23
2023-01-20,ФОП,СУМСЬКА ОБЛАСТЬ,Надання грантів в рамках міжнародної фінансової допомоги,[07]  wine (сумська),Укрдержфонд,4300000,345,0,704,206
2023-01-20,Юридична особа,ЛЬВІВСЬКА ОБЛАСТЬ,Надання грантів в рамках міжнародної фінансової допомоги,[06]  WF last wine,Укрдержфонд,4300000,56000,3223434,120,97
2023-01-20,Юридична особа,ЛЬВІВСЬКА ОБЛАСТЬ,Надання грантів в рамках міжнародної фінансової допомоги,[07]  wine (львівська),Укрдержфонд,4300000,23000,12313,120,97
2023-01-20,Юридична особа,МИКОЛАЇВСЬКА ОБЛАСТЬ,Кредитування,Гроші на посівну,"АКЦІОНЕРНЕ ТОВАРИСТВО ""ОТП БАНК""",50000000,1111,0,46,0
2023-01-22,Фізична особа,ЛУГАНСЬКА ОБЛАСТЬ,Надання грантів в рамках міжнародної фінансової допомоги,"[PRD1]Комплексне, конкурентоспроможне та економічно раціональне створення ланцюжків доданої вартості - виноробство TR2",FAO,3000000,4000,0,1,5
2023-01-22,Фізична особа,МИКОЛАЇВСЬКА ОБЛАСТЬ,Надання грантів в рамках міжнародної фінансової допомоги,"[PRD1]Комплексне, конкурентоспроможне та економічно раціональне створення ланцюжків доданої вартості - виноробство TR2",FAO,3000000,6000,0,3,2
2023-01-22,Фізична особа,МИКОЛАЇВСЬКА ОБЛАСТЬ,Надання грантів в рамках міжнародної фінансової допомоги,"[PRD1]Комплексне, конкурентоспроможне та економічно раціональне створення ланцюжків доданої вартості - виноробство TR3",FAO,3000000,6000,0,3,2
2023-01-23,Фізична особа,ЛУГАНСЬКА ОБЛАСТЬ,Надання грантів в рамках міжнародної фінансової допомоги,[08]  (age 20-99),Укрдержфонд,4300000,345,0,1,5
2023-01-23,Фізична особа,ЛУГАНСЬКА ОБЛАСТЬ,Надання грантів в рамках міжнародної фінансової допомоги,"[PRD1]Комплексне, конкурентоспроможне та економічно раціональне створення ланцюжків доданої вартості - виноробство TR4",FAO,3000000,56000,0,1,5
2023-01-23,Фізична особа,МИКОЛАЇВСЬКА ОБЛАСТЬ,Надання грантів в рамках міжнародної фінансової допомоги,"[PRD1]Комплексне, конкурентоспроможне та економічно раціональне створення ланцюжків доданої вартості - виноробство TR4",FAO,3000000,6000,0,3,2
2023-01-23,Фізична особа,МИКОЛАЇВСЬКА ОБЛАСТЬ,Надання грантів в рамках міжнародної фінансової допомоги,"[PRD1]Комплексне, конкурентоспроможне та економічно раціональне створення ланцюжків доданої вартості - виноробство TR5",FAO,3000000,6000,0,3,2
2023-01-23,Фізична особа,МИКОЛАЇВСЬКА ОБЛАСТЬ,Надання грантів в рамках міжнародної фінансової допомоги,"[PRD1]Комплексне, конкурентоспроможне та економічно раціональне створення ланцюжків доданої вартості - виноробство TR6",FAO,3000000,6000,6000,3,2
2023-01-23,ФОП,ЗАКАРПАТСЬКА ОБЛАСТЬ,Надання грантів в рамках міжнародної фінансової допомоги,[08]  (age 20-99),Укрдержфонд,4300000,6000,0,0,0
2023-01-23,ФОП,ОДЕСЬКА ОБЛАСТЬ,Надання грантів в рамках міжнародної фінансової допомоги,[08]  (age 20-99),Укрдержфонд,4300000,22100,0,0,0
2023-01-23,Юридична особа,ВОЛИНСЬКА ОБЛАСТЬ,Надання грантів в рамках міжнародної фінансової допомоги,[02] production of Hutsul sheep bryndza,Укрдержфонд,4300000,5000,0,10,0
2023-01-23,Юридична особа,ЛЬВІВСЬКА ОБЛАСТЬ,Надання грантів в рамках міжнародної фінансової допомоги,"[PRD1]Комплексне, конкурентоспроможне та економічно раціональне створення ланцюжків доданої вартості - виноробство TR4",FAO,3000000,234,0,120,97
2023-01-23,Юридична особа,ЛЬВІВСЬКА ОБЛАСТЬ,Надання грантів в рамках міжнародної фінансової допомоги,"[PRD1]Комплексне, конкурентоспроможне та економічно раціональне створення ланцюжків доданої вартості - виноробство TR5",FAO,3000000,12,0,120,97
2023-01-24,Фізична особа,ДНІПРОПЕТРОВСЬКА ОБЛАСТЬ,Надання грантів в рамках міжнародної фінансової допомоги,"[PRD1]Комплексне, конкурентоспроможне та економічно раціональне створення ланцюжків доданої вартості - виноробство TR4",FAO,3000000,150,0,0,0
2023-01-24,Фізична особа,ЛУГАНСЬКА ОБЛАСТЬ,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,[wf 17.11 v8.0] Бюджетна дотація за утримання корів,Укрдержфонд,1545500000,32000,0,1,5
2023-01-24,Юридична особа,ВОЛИНСЬКА ОБЛАСТЬ,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,[wf 17.11 v8.0] Бюджетна дотація за утримання корів,Укрдержфонд,1545500000,23000,0,335,1395
2023-01-25,Юридична особа,ЛЬВІВСЬКА ОБЛАСТЬ,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,субсидія на одиницю оброблюваних угідь,Укрдержфонд,1545500000,123,0,120,97
2023-01-26,Фізична особа,МИКОЛАЇВСЬКА ОБЛАСТЬ,Надання грантів в рамках міжнародної фінансової допомоги,"[TEST1]Комплексне, конкурентоспроможне та економічно раціональне створення ланцюжків доданої вартості - виноробство 25.01",FAO,111000000,40000,0,3,2
